date,market,accommodation_staycation,adventure_nature,coastal_island,culinary_gastronomy,cultural_heritage,theme_parks_entertainment,urban_city
2025-02-02,US,51.7,63.1,55.1,65.2,55.0,47.7,58.55
2025-02-09,US,50.1,61.9,55.2,65.1,54.4,47.5,59.18
2025-02-16,US,54.4,67.8,60.3,69.3,61.3,53.2,62.18
2025-02-23,US,53.5,67.6,60.5,68.2,59.5,54.3,59.18
2025-03-02,US,54.0,68.9,62.0,69.4,60.1,55.1,58.82
2025-03-09,US,56.1,72.9,66.3,73.1,60.5,55.6,60.0
2025-03-16,US,56.0,70.8,65.1,72.8,61.5,57.3,60.36
2025-03-23,US,55.0,70.9,66.8,73.0,61.4,56.2,60.45
2025-03-30,US,54.0,68.4,63.3,72.9,60.4,54.5,61.27
2025-04-06,US,53.5,67.6,62.1,73.0,59.7,55.7,60.45
2025-04-13,US,56.7,71.0,63.6,76.2,64.3,58.8,62.0
2025-04-20,US,56.3,70.1,65.4,72.0,66.2,57.8,63.27
2025-04-27,US,57.2,72.4,64.7,72.7,66.2,59.7,64.0
2025-05-04,US,60.9,71.3,64.8,74.3,63.6,60.6,63.64
2025-05-11,US,64.4,75.8,68.2,74.4,62.6,64.2,65.45
2025-05-18,US,65.3,77.0,70.8,72.4,63.3,66.8,66.91
2025-05-25,US,67.0,80.6,75.5,75.4,62.4,68.3,68.64
2025-06-01,US,70.6,78.9,77.0,73.2,60.3,66.6,66.82
2025-06-08,US,71.8,79.4,78.6,75.9,60.7,64.7,68.73
2025-06-15,US,75.2,81.4,82.6,78.9,61.3,68.9,67.91
2025-06-22,US,77.4,82.2,85.2,76.4,60.8,71.9,71.73
2025-06-29,US,74.7,86.4,89.1,81.0,60.4,85.7,69.64
2025-07-06,US,79.3,89.0,90.3,86.2,66.5,75.1,78.36
2025-07-13,US,82.1,90.6,89.5,83.5,66.9,74.7,81.91
2025-07-20,US,86.3,90.5,89.0,86.8,69.4,75.6,85.73
2025-07-27,US,89.5,90.9,89.0,85.7,70.8,79.3,83.36
2025-08-03,US,73.0,86.6,81.9,79.2,67.7,69.5,76.36
2025-08-10,US,68.4,82.0,75.1,75.3,62.2,64.5,73.0
2025-08-17,US,60.8,76.8,71.9,74.7,61.2,59.5,67.55
2025-08-24,US,59.2,77.6,68.9,73.8,60.3,56.4,66.0
2025-08-31,US,60.0,79.4,66.0,75.7,61.0,56.8,66.73
2025-09-07,US,50.5,69.7,60.0,67.1,58.1,50.2,62.0
2025-09-14,US,52.5,69.9,60.0,67.8,62.7,52.6,62.91
2025-09-21,US,53.9,70.1,59.5,71.1,65.9,53.7,66.0
2025-09-28,US,53.5,69.8,59.8,68.4,63.7,54.5,60.55
2025-10-05,US,56.3,70.8,57.6,69.9,65.0,53.7,62.27
2025-10-12,US,56.3,68.4,58.4,71.1,62.4,54.0,61.64
2025-10-19,US,51.9,68.0,57.7,68.7,59.2,51.9,61.73
2025-10-26,US,50.6,63.2,57.3,66.7,62.9,48.2,58.73
2025-11-02,US,55.5,68.9,62.0,72.3,63.2,52.8,65.36
2025-11-09,US,56.3,66.6,59.9,74.3,58.7,52.0,66.27
2025-11-16,US,57.1,68.0,58.6,74.2,58.5,52.2,67.09
2025-11-23,US,58.0,70.7,59.4,76.2,58.5,51.8,71.0
2025-11-30,US,58.2,66.7,57.9,68.9,61.3,54.2,69.73
2025-12-07,US,59.0,66.7,59.7,72.8,64.7,55.5,71.82
2025-12-14,US,58.6,66.1,58.8,73.1,60.6,53.4,71.0
2025-12-21,US,61.6,69.3,66.7,83.8,66.0,55.9,78.45
2025-12-28,US,69.8,77.8,71.8,84.9,69.2,60.8,78.27
