date,market,accommodation_staycation,adventure_nature,coastal_island,culinary_gastronomy,cultural_heritage,theme_parks_entertainment,urban_city
2025-01-05,JP,58.89,51.4,51.89,55.33,53.5,42.5,60.82
2025-01-12,JP,61.11,54.9,51.22,59.0,55.6,49.12,65.73
2025-01-19,JP,59.33,50.9,54.56,58.78,56.7,44.0,62.36
2025-01-26,JP,61.22,51.4,52.67,59.89,58.1,44.12,63.09
2025-02-02,JP,63.11,54.1,52.67,57.11,57.5,43.0,70.36
2025-02-09,JP,62.44,53.6,57.89,62.11,57.9,46.0,70.18
2025-02-16,JP,65.44,53.4,53.11,64.11,57.9,43.88,72.0
2025-02-23,JP,64.33,56.3,54.78,65.0,58.0,49.88,72.82
2025-03-02,JP,63.33,53.1,51.33,64.0,51.9,43.75,65.64
2025-03-09,JP,61.44,54.0,49.11,63.33,53.7,46.75,65.91
2025-03-16,JP,66.78,56.1,55.33,67.22,57.5,53.0,70.55
2025-03-23,JP,61.44,59.7,53.11,66.67,52.6,53.0,69.73
2025-03-30,JP,63.11,53.2,48.56,66.44,54.1,48.5,65.45
2025-04-06,JP,62.22,55.5,51.44,66.44,58.7,43.25,62.91
2025-04-13,JP,65.0,59.4,57.11,66.67,57.2,43.88,64.27
2025-04-20,JP,67.22,61.9,59.56,69.0,59.4,48.0,66.64
2025-04-27,JP,80.0,75.1,67.78,85.56,67.9,63.88,74.64
2025-05-04,JP,70.0,70.5,66.11,81.22,64.2,57.38,71.09
2025-05-11,JP,63.0,61.0,59.11,63.56,58.3,46.62,65.64
2025-05-18,JP,62.67,59.6,59.0,61.0,59.9,51.12,63.82
2025-05-25,JP,63.0,60.3,61.44,62.44,59.1,46.38,65.64
2025-06-01,JP,66.0,62.2,60.44,64.11,61.5,48.5,66.82
2025-06-08,JP,64.44,62.6,62.22,65.89,57.4,45.62,65.73
2025-06-15,JP,68.56,62.7,65.56,61.33,56.5,49.38,72.27
2025-06-22,JP,67.56,61.4,67.0,59.56,56.5,48.12,68.18
2025-06-29,JP,74.56,65.3,71.56,59.11,58.7,52.62,66.64
2025-07-06,JP,78.78,66.8,69.67,61.44,62.6,57.38,67.36
2025-07-13,JP,77.78,69.2,69.78,61.78,63.7,58.5,68.73
2025-07-20,JP,87.44,74.5,73.78,67.33,63.5,73.0,74.73
2025-07-27,JP,86.67,72.2,77.44,67.56,63.9,72.62,74.64
2025-08-03,JP,93.78,77.8,74.78,69.78,64.2,72.12,75.27
2025-08-10,JP,92.89,86.8,76.33,82.11,69.6,84.75,79.82
2025-08-17,JP,79.56,79.4,71.56,64.11,60.1,61.75,68.64
2025-08-24,JP,78.22,73.0,65.78,64.56,59.4,60.88,71.64
2025-08-31,JP,73.11,70.8,65.33,61.56,57.3,53.38,66.27
2025-09-07,JP,71.89,65.0,62.67,64.56,62.5,51.0,67.18
2025-09-14,JP,71.22,66.9,62.22,64.89,64.3,53.12,69.0
2025-09-21,JP,70.11,67.9,62.67,67.78,67.1,60.0,71.18
2025-09-28,JP,69.11,62.0,58.56,61.0,67.0,51.12,68.73
2025-10-05,JP,66.56,61.5,56.22,61.11,64.4,47.0,67.0
2025-10-12,JP,63.33,62.9,55.0,63.56,66.9,53.88,69.09
2025-10-19,JP,59.56,58.4,50.0,58.44,61.2,48.38,66.0
2025-10-26,JP,60.11,58.6,51.0,61.0,67.2,45.0,68.45
2025-11-02,JP,61.11,61.5,50.56,63.67,67.4,49.12,69.0
2025-11-09,JP,57.89,57.3,50.11,62.33,60.7,46.25,66.27
2025-11-16,JP,59.89,59.3,49.67,62.67,61.9,49.88,68.55
2025-11-23,JP,57.33,61.2,50.89,63.33,59.6,56.12,66.82
2025-11-30,JP,54.0,50.9,46.67,59.56,53.4,44.38,65.36
2025-12-07,JP,54.89,50.2,48.33,61.11,52.8,44.25,65.64
2025-12-14,JP,55.44,50.3,49.0,58.56,54.1,44.25,65.55
2025-12-21,JP,53.67,46.7,48.78,56.11,49.2,43.5,66.27
2025-12-28,JP,58.33,58.6,52.22,67.78,59.5,56.38,72.64
