date,market,accommodation_staycation,adventure_nature,coastal_island,culinary_gastronomy,cultural_heritage,theme_parks_entertainment,urban_city
2022-04-24,KR,60.1,68.4,49.56,68.33,59.9,51.3,59.45
2022-05-01,KR,60.2,69.5,53.67,77.33,60.2,56.4,65.45
2022-05-08,KR,55.5,67.0,49.22,66.0,61.7,50.1,59.09
2022-05-15,KR,58.0,63.3,51.44,63.78,62.3,55.3,60.55
2022-05-22,KR,58.2,64.5,52.44,64.67,66.6,53.9,61.64
2022-05-29,KR,66.7,69.1,58.11,69.22,58.0,56.6,61.36
2022-06-05,KR,59.9,66.5,57.78,66.22,57.1,55.9,60.82
2022-06-12,KR,59.9,61.6,53.89,70.67,58.6,54.0,60.18
2022-06-19,KR,66.7,62.8,57.11,64.67,53.4,51.8,60.36
2022-06-26,KR,67.3,63.1,60.22,62.89,51.8,62.5,63.27
2022-07-03,KR,70.4,57.0,65.44,65.11,57.2,60.7,66.0
2022-07-10,KR,67.5,58.4,58.67,69.33,54.5,56.4,59.0
2022-07-17,KR,73.0,63.3,61.56,64.56,50.2,58.6,59.55
2022-07-24,KR,77.6,66.3,68.0,68.22,52.0,59.8,62.73
2022-07-31,KR,74.5,66.0,65.89,68.0,53.1,64.2,59.45
2022-08-07,KR,63.9,59.9,63.78,65.67,51.2,63.0,68.18
2022-08-14,KR,62.9,60.7,65.44,68.11,56.9,56.8,66.64
2022-08-21,KR,55.5,63.7,58.78,58.44,56.2,53.9,62.64
2022-08-28,KR,54.3,60.7,53.78,69.78,53.2,53.1,61.0
2022-09-04,KR,50.6,57.0,57.44,59.89,57.8,54.4,58.82
2022-09-11,KR,52.9,66.0,60.44,71.78,61.0,59.5,64.55
2022-09-18,KR,57.4,67.0,58.56,61.44,64.1,56.3,60.09
2022-09-25,KR,60.0,71.4,55.33,72.89,62.0,56.4,58.36
2022-10-02,KR,58.7,66.4,50.89,63.56,64.8,63.3,58.0
2022-10-09,KR,51.5,66.9,52.89,67.11,64.0,54.4,56.82
2022-10-16,KR,52.0,67.1,49.11,63.89,63.1,55.8,56.36
2022-10-23,KR,49.7,67.6,45.89,63.56,60.1,54.1,54.91
2022-10-30,KR,47.0,62.5,47.44,69.56,58.3,50.1,52.0
2022-11-06,KR,48.8,61.3,49.33,63.67,57.0,49.4,53.36
2022-11-13,KR,51.4,60.2,48.56,69.22,56.4,46.9,56.0
2022-11-20,KR,48.2,60.1,44.11,66.67,55.7,43.5,50.91
2022-11-27,KR,49.5,58.9,44.44,68.67,57.7,43.6,50.91
2022-12-04,KR,50.1,56.2,43.11,74.33,55.3,42.6,52.36
2022-12-11,KR,51.1,49.8,44.44,65.0,60.0,45.4,55.91
2022-12-18,KR,53.4,46.9,43.78,69.0,65.4,42.6,60.91
2022-12-25,KR,53.4,47.3,42.11,66.56,58.5,43.5,61.0
2023-01-01,KR,61.4,62.6,40.44,63.22,60.7,52.2,61.27
2023-01-08,KR,59.9,63.4,40.22,72.67,55.8,52.2,59.82
2023-01-15,KR,56.1,57.7,45.0,62.11,54.9,52.2,55.91
2023-01-22,KR,62.0,60.1,47.78,60.11,58.6,54.6,67.45
2023-01-29,KR,59.3,60.7,42.22,62.22,58.6,50.8,58.27
2023-02-05,KR,60.9,61.7,44.67,67.33,56.0,53.0,56.0
2023-02-12,KR,60.1,61.9,42.89,73.56,54.5,48.7,62.27
2023-02-19,KR,57.2,65.3,43.89,73.67,58.6,50.2,59.27
2023-02-26,KR,55.0,65.9,47.44,63.44,56.8,44.9,57.45
2023-03-05,KR,51.6,64.5,38.67,62.67,53.5,46.0,61.64
2023-03-12,KR,53.1,68.2,37.22,71.56,54.0,50.2,59.73
2023-03-19,KR,56.8,69.5,40.67,69.44,57.5,50.8,62.73
2023-03-26,KR,56.7,72.8,48.11,71.33,57.6,51.8,58.82
2023-04-02,KR,57.0,70.0,43.11,64.44,59.6,58.6,60.09
2023-04-09,KR,56.8,68.5,49.78,68.22,58.9,60.0,56.73
2023-04-16,KR,58.3,70.7,55.22,69.0,65.7,60.6,58.18
2023-04-23,KR,63.3,72.3,50.56,62.78,65.6,54.9,59.36
2023-04-30,KR,65.6,73.1,50.22,62.78,62.5,60.8,61.0
2023-05-07,KR,63.5,73.8,48.22,72.11,67.0,62.3,60.36
2023-05-14,KR,58.1,69.7,45.33,66.0,66.6,63.1,56.55
2023-05-21,KR,54.5,59.8,48.33,59.67,56.4,55.2,50.55
2023-05-28,KR,55.0,63.4,46.56,58.44,56.6,55.1,51.36
2023-06-04,KR,54.5,63.4,45.0,54.67,53.3,53.2,48.64
2023-06-11,KR,56.5,63.0,45.89,57.11,53.4,50.5,52.09
2023-06-18,KR,59.5,60.8,47.44,55.44,49.7,51.2,49.82
2023-06-25,KR,58.0,54.5,39.0,45.44,47.7,48.5,46.91
2023-07-02,KR,62.8,57.4,42.44,59.11,51.6,55.3,49.55
2023-07-09,KR,62.9,56.0,45.67,54.44,50.6,54.0,51.27
2023-07-16,KR,61.9,53.4,43.67,56.56,48.0,52.1,47.45
2023-07-23,KR,66.6,56.3,50.67,51.56,47.1,52.6,48.09
2023-07-30,KR,72.5,59.9,49.33,52.56,49.5,59.0,49.73
2023-08-06,KR,63.8,58.6,49.22,58.33,47.4,49.7,53.55
2023-08-13,KR,60.8,68.3,47.44,52.11,52.3,55.8,52.91
2023-08-20,KR,55.3,64.4,40.67,64.67,53.0,55.6,48.91
2023-08-27,KR,49.9,55.1,40.56,51.33,50.6,43.7,46.73
2023-09-03,KR,54.6,60.8,40.44,52.44,52.1,49.1,45.91
2023-09-10,KR,53.2,56.6,42.22,59.33,55.8,54.0,48.73
2023-09-17,KR,53.3,58.6,41.11,57.89,53.2,55.1,49.0
2023-09-24,KR,54.0,61.3,38.78,56.78,51.6,53.0,48.73
2023-10-01,KR,58.8,69.0,47.0,61.11,58.9,56.2,49.36
2023-10-08,KR,49.6,60.6,36.33,52.78,56.6,50.0,50.36
2023-10-15,KR,53.2,61.6,42.33,60.22,53.3,49.4,47.91
2023-10-22,KR,50.0,59.4,35.78,59.56,56.2,49.9,54.55
2023-10-29,KR,48.7,58.7,41.67,62.11,52.1,48.3,53.18
2023-11-05,KR,45.9,56.9,37.11,56.44,49.8,54.8,50.73
2023-11-12,KR,44.9,52.3,37.44,50.67,47.1,48.6,49.55
2023-11-19,KR,49.7,55.8,36.22,66.67,49.9,51.5,48.82
2023-11-26,KR,50.1,53.1,35.0,54.78,49.5,47.4,50.82
2023-12-03,KR,48.8,47.9,34.44,61.89,47.8,43.9,47.36
2023-12-10,KR,47.0,48.6,32.22,49.78,47.4,44.2,45.36
2023-12-17,KR,46.6,46.6,36.22,56.33,52.2,39.5,49.09
2023-12-24,KR,50.5,48.0,36.11,56.11,54.4,45.1,48.0
2023-12-31,KR,48.4,50.0,40.89,56.22,50.6,44.9,43.73
2024-01-07,KR,46.6,51.3,38.56,51.44,48.8,38.6,43.55
2024-01-14,KR,51.9,46.2,40.33,49.22,46.4,37.2,42.64
2024-01-21,KR,47.1,50.1,34.11,52.56,44.8,40.4,43.27
2024-01-28,KR,42.6,50.1,35.44,46.67,42.7,38.8,42.82
2024-02-04,KR,43.3,51.4,35.11,47.11,44.0,40.7,47.27
2024-02-11,KR,42.8,46.6,39.78,44.78,43.5,42.7,47.0
2024-02-18,KR,43.0,45.4,36.33,42.44,41.8,36.0,43.91
2024-02-25,KR,42.7,47.3,30.22,45.44,42.2,39.3,48.09
2024-03-03,KR,39.0,49.9,33.44,45.11,44.9,37.2,43.55
2024-03-10,KR,45.9,51.1,40.67,50.33,46.2,42.6,48.36
2024-03-17,KR,45.4,53.9,32.44,58.11,46.9,40.5,48.73
2024-03-24,KR,46.5,50.5,33.0,53.33,47.5,44.3,45.45
2024-03-31,KR,45.2,55.3,35.33,57.44,47.1,48.6,45.55
2024-04-07,KR,47.8,59.9,42.0,49.56,47.5,47.1,46.55
2024-04-14,KR,48.1,55.4,44.89,46.44,48.5,47.9,45.18
2024-04-21,KR,50.2,55.8,38.56,46.67,46.4,44.0,44.45
2024-04-28,KR,52.7,58.5,47.22,56.33,51.0,48.2,51.09
2024-05-05,KR,47.1,56.6,48.56,48.78,55.3,42.6,43.73
2024-05-12,KR,51.2,61.1,44.33,61.67,55.0,45.9,48.73
2024-05-19,KR,51.4,61.1,47.67,52.11,55.3,48.7,46.91
2024-05-26,KR,55.0,61.0,48.22,50.0,60.7,50.4,52.0
2024-06-02,KR,56.4,63.3,46.89,50.56,54.6,49.3,51.0
2024-06-09,KR,56.6,60.2,46.56,55.33,53.9,47.6,53.73
2024-06-16,KR,61.2,58.6,54.33,54.33,52.2,48.2,50.73
2024-06-23,KR,61.2,58.6,45.11,53.11,49.1,44.5,50.27
2024-06-30,KR,61.3,58.1,46.22,52.44,47.0,47.9,48.45
2024-07-07,KR,62.1,54.2,46.89,56.44,50.9,49.6,47.82
2024-07-14,KR,59.2,55.7,49.22,45.78,48.5,47.4,46.82
2024-07-21,KR,66.4,55.4,54.11,47.56,46.0,47.8,50.45
2024-07-28,KR,66.9,55.4,64.11,45.78,47.5,51.4,48.73
2024-08-04,KR,63.2,55.9,54.56,48.89,48.7,50.3,47.82
2024-08-11,KR,60.1,58.4,56.0,51.33,49.7,49.8,51.0
2024-08-18,KR,53.7,53.8,48.22,51.11,47.7,44.5,48.73
2024-08-25,KR,50.1,54.5,49.78,54.78,54.9,47.1,50.55
2024-09-01,KR,49.2,55.7,55.89,61.0,57.0,44.5,49.36
2024-09-08,KR,56.4,57.7,43.89,61.33,61.2,49.2,50.09
2024-09-15,KR,53.4,63.9,41.67,63.0,58.4,49.9,56.09
2024-09-22,KR,57.8,64.8,45.33,74.89,60.0,53.1,54.09
2024-09-29,KR,55.6,71.4,41.89,64.11,61.9,57.0,54.27
2024-10-06,KR,53.0,61.1,40.11,63.44,57.9,56.3,49.27
2024-10-13,KR,52.2,61.0,43.67,68.89,61.8,49.9,49.64
2024-10-20,KR,51.6,60.2,43.11,57.89,57.0,49.9,49.0
2024-10-27,KR,51.1,60.4,40.44,65.67,55.2,51.0,50.09
2024-11-03,KR,50.2,57.1,38.0,61.44,52.7,46.6,49.0
2024-11-10,KR,50.2,56.2,41.0,65.67,56.1,46.9,52.27
2024-11-17,KR,54.2,59.2,40.56,75.22,59.5,48.1,58.82
2024-11-24,KR,55.3,54.6,46.78,60.44,60.2,47.6,61.36
2024-12-01,KR,58.9,55.7,41.0,62.22,58.6,46.1,63.64
2024-12-08,KR,57.7,53.4,46.56,66.44,58.4,46.1,62.36
2024-12-15,KR,62.5,55.5,50.11,76.11,62.4,49.0,65.64
2024-12-22,KR,72.6,60.1,47.33,78.22,67.4,51.6,69.73
2024-12-29,KR,61.9,61.3,55.89,75.56,62.3,50.8,65.64
2025-01-05,KR,54.2,54.8,59.11,65.89,50.0,46.8,64.18
2025-01-12,KR,54.2,54.1,51.78,58.22,50.1,55.5,67.0
2025-01-19,KR,56.3,50.4,53.78,53.89,47.7,50.1,64.36
2025-01-26,KR,58.9,55.9,59.11,53.78,53.1,52.8,68.73
2025-02-02,KR,46.4,46.7,45.89,47.44,43.4,44.5,53.91
2025-02-09,KR,45.9,48.0,47.11,54.0,46.5,43.7,55.18
2025-02-16,KR,46.3,50.3,50.89,55.44,46.5,50.1,56.55
2025-02-23,KR,45.3,53.7,48.33,51.78,49.6,54.5,57.27
2025-03-02,KR,41.5,61.2,50.0,53.22,49.0,50.7,58.0
2025-03-09,KR,43.9,63.4,51.44,61.0,50.8,53.3,62.18
2025-03-16,KR,44.6,60.9,50.78,59.78,50.7,50.3,62.45
2025-03-23,KR,40.6,55.5,47.0,59.89,47.7,46.8,55.55
2025-03-30,KR,42.5,51.8,50.0,55.11,46.5,51.8,55.73
2025-04-06,KR,42.9,56.0,47.89,58.44,44.2,51.3,53.27
2025-04-13,KR,47.8,55.6,49.11,54.11,50.4,54.1,54.09
2025-04-20,KR,46.9,56.1,49.0,56.56,46.2,56.2,54.45
2025-04-27,KR,54.1,63.1,47.44,49.22,52.0,58.1,56.73
2025-05-04,KR,43.5,65.1,45.78,59.56,58.4,61.0,55.09
2025-05-11,KR,43.4,56.1,47.89,55.44,55.8,55.0,50.73
2025-05-18,KR,45.8,61.7,51.22,55.89,60.3,56.1,57.45
2025-05-25,KR,46.2,61.5,56.78,61.22,57.7,56.7,56.91
2025-06-01,KR,50.6,67.7,55.33,50.89,60.7,60.6,52.45
2025-06-08,KR,48.3,60.7,56.22,51.33,62.3,58.0,57.27
2025-06-15,KR,49.2,58.7,57.78,59.78,54.0,58.3,54.64
2025-06-22,KR,50.8,57.1,57.22,56.78,47.4,58.8,54.55
2025-06-29,KR,62.1,63.7,72.67,53.0,52.7,64.8,61.55
2025-07-06,KR,66.8,69.6,76.33,64.11,57.6,69.5,67.09
2025-07-13,KR,70.5,69.0,68.44,67.67,60.1,68.5,65.18
2025-07-20,KR,74.2,67.8,77.67,58.0,53.3,68.8,69.0
2025-07-27,KR,77.9,65.0,82.0,60.67,56.8,79.5,72.73
2025-08-03,KR,68.0,66.0,78.56,65.44,55.3,67.0,64.55
2025-08-10,KR,69.3,71.7,81.67,59.67,60.7,74.4,69.36
2025-08-17,KR,59.1,65.1,70.22,59.56,55.1,63.1,68.91
2025-08-24,KR,54.2,70.1,65.78,58.0,55.2,61.6,69.18
2025-08-31,KR,52.7,69.1,63.0,66.56,55.6,62.7,63.55
2025-09-07,KR,54.7,66.7,62.33,68.0,59.7,66.0,64.36
2025-09-14,KR,53.6,61.8,59.56,55.0,61.4,61.7,62.36
2025-09-21,KR,51.3,74.0,59.33,58.22,60.4,68.4,66.27
2025-09-28,KR,57.7,73.4,60.22,57.67,64.7,61.1,68.73
2025-10-05,KR,58.3,80.3,62.56,56.44,61.8,62.8,71.91
2025-10-12,KR,51.3,67.8,56.56,63.89,61.3,67.4,58.91
2025-10-19,KR,51.8,69.2,63.67,69.0,67.4,63.7,63.55
2025-10-26,KR,55.3,77.2,61.44,59.33,63.3,56.3,65.09
2025-11-02,KR,57.5,74.3,61.89,75.44,65.7,62.4,65.0
2025-11-09,KR,57.1,71.2,61.22,77.78,62.4,66.5,69.45
2025-11-16,KR,58.7,67.7,57.44,81.78,60.1,55.3,69.55
2025-11-23,KR,56.4,73.1,58.22,78.11,64.8,56.9,72.09
2025-11-30,KR,59.9,63.3,50.78,79.78,54.9,55.5,69.73
2025-12-07,KR,62.0,56.3,52.22,67.33,56.5,52.6,66.27
2025-12-14,KR,61.1,61.8,51.44,70.11,58.5,53.2,67.55
2025-12-21,KR,59.3,58.6,51.78,87.33,65.7,52.8,69.0
2025-12-28,KR,60.5,69.4,56.67,80.67,58.7,54.8,68.36
